0033_G2A3E1S0C1_KMA_000835|야경꾼의 소리라도 가까워오면 마음이 든든해지고 고맙게 들리는 형편이었어요.|야경꾼의 소리라도 가까워오면 마음이 든든해지고 고맙게 들리는 형편이었어요.
0033_G2A3E1S0C1_KMA_001866|수년간 화공을 나무랬던 그가 칭찬을 했다.|수년간 화공을 나무랬던 그가 칭찬을 했다.
0033_G2A3E1S0C1_KMA_001955|그것이 저에게는 무죄로 석방해주시는 것보다도 기쁘겠습니다.|그것이 저에게는 무죄로 석방해주시는 것보다도 기쁘겠습니다.
0033_G2A3E1S0C1_KMA_000029|어머니께서 항상 쓰레기통을 비워주셨습니다.|어머니께서 항상 쓰레기통을 비워주셨습니다.
0033_G2A3E1S0C1_KMA_001236|용맹스럽게 일어나 싸웠습니다.|용맹스럽게 일어나 싸웠습니다.
0033_G2A3E1S0C1_KMA_001600|냄새 때문에 기분이 좋아.|냄새 때문에 기분이 좋아.
0033_G2A3E1S0C1_KMA_001405|악행을 저지른 해적들은 해군에게 벌을 받았습니다.|악행을 저지른 해적들은 해군에게 벌을 받았습니다.
0033_G2A3E1S0C1_KMA_001809|사랑스러운 딸이 좋아하는 남자와 혼인을 하여 아이를 낳았다.|사랑스러운 딸이 좋아하는 남자와 혼인을 하여 아이를 낳았다.
0033_G2A3E1S0C1_KMA_001489|송아지가 음식을 먹도록 자리를 비켜주었습니다.|송아지가 음식을 먹도록 자리를 비켜주었습니다.
0033_G2A3E1S0C1_KMA_001013|그곳은 금은보화와 보석으로 가득했습니다.|그곳은 금은보화와 보석으로 가득했습니다.
0033_G2A3E1S0C1_KMA_000532|오늘에야 믿을 만한 색시를 얻었다.|오늘에야 믿을 만한 색시를 얻었다.
0033_G2A3E1S0C1_KMA_000844|청년을 얼싸안고 울고 싶도록 반가웠다.|청년을 얼싸안고 울고 싶도록 반가웠다.
0033_G2A3E1S0C1_KMA_000052|못 움직이고 있었는데 그녀가 구조대와 도착했다.|못 움직이고 있었는데 그녀가 구조대와 도착했다.
0033_G2A3E1S0C1_KMA_001415|밥맛 좋은 곳을 경상도 언양이라고 했습니다.|밥맛 좋은 곳을 경상도 언양이라고 했습니다.
0033_G2A3E1S0C1_KMA_001983|그제서야 안심을 말하는 듯한 한숨이 나왔다.|그제서야 안심을 말하는 듯한 한숨이 나왔다.
0033_G2A3E1S0C1_KMA_000623|반가워하는 그를 보고 성공한 듯해 안심했다.|반가워하는 그를 보고 성공한 듯해 안심했다.
0033_G2A3E1S0C1_KMA_001266|독립신문은 활약을 펼칠 수 있게 되었습니다.|독립신문은 활약을 펼칠 수 있게 되었습니다.
0033_G2A3E1S0C1_KMA_001772|정말 빵이 오백 원이에요?|정말 빵이 오백 원이에요?
0033_G2A3E1S0C1_KMA_001421|거기는 한창 혈기의 자부심도 있지.|거기는 한창 혈기의 자부심도 있지.
0033_G2A3E1S0C1_KMA_001575|그녀를 연상하고 속으로 혼자 웃었다.|그녀를 연상하고 속으로 혼자 웃었다.
0033_G2A3E1S0C1_KMA_001845|다른 하나는 행복하고 즐거운 이야기란다.|다른 하나는 행복하고 즐거운 이야기란다.
0033_G2A3E1S0C1_KMA_001053|그녀 옆에서 밤을 지새며 완쾌되기를 기다렸다.|그녀 옆에서 밤을 지새며 완쾌되기를 기다렸다.
0033_G2A3E1S0C1_KMA_000564|궁촌에 와서 자연이 얼마나 아름다운 것인지 알았네.|궁촌에 와서 자연이 얼마나 아름다운 것인지 알았네.
0033_G2A3E1S0C1_KMA_001000|자원의 낭비를 줄이고 큰 부자가 되었습니다.|자원의 낭비를 줄이고 큰 부자가 되었습니다.
0033_G2A3E1S0C1_KMA_000426|정의는 이긴다는 것을 오늘에서야 알았지?|정의는 이긴다는 것을 오늘에서야 알았지?
0033_G2A3E1S0C1_KMA_001828|행복한 노랫소리가 손에 닿을 정도로 들렸다.|행복한 노랫소리가 손에 닿을 정도로 들렸다.
0033_G2A3E1S0C1_KMA_000832|작은 쥐 두 마리가 쥐구멍 속으로 귀엽게 숨었습니다.|작은 쥐 두 마리가 쥐구멍 속으로 귀엽게 숨었습니다.
0033_G2A3E1S0C1_KMA_001204|여왕님께 충성을 다해야 한다는 것도 잊지 말아라.|여왕님께 충성을 다해야 한다는 것도 잊지 말아라.
0033_G2A3E1S0C1_KMA_001962|마음껏 기꺼이 오늘을 즐겨라.|마음껏 기꺼이 오늘을 즐겨라.
0033_G2A3E1S0C1_KMA_000585|그것을 부러워하지 않는 나로서는 섭섭지도 않았다.|그것을 부러워하지 않는 나로서는 섭섭지도 않았다.
0033_G2A3E1S0C1_KMA_000492|가슴을 졸이고 있던 그녀까지 구원받은 듯하여 한숨을 내쉬었다.|가슴을 졸이고 있던 그녀까지 구원받은 듯하여 한숨을 내쉬었다.
0033_G2A3E1S0C1_KMA_001815|기뻐 소리치면서 안아 일으키려고 달려들었습니다.|기뻐 소리치면서 안아 일으키려고 달려들었습니다.
0033_G2A3E1S0C1_KMA_000531|그녀가 만족한 듯 웃었다.|그녀가 만족한 듯 웃었다.
0033_G2A3E1S0C1_KMA_000913|동생이 이리로 올 때는 누님도 반가워했다.|동생이 이리로 올 때는 누님도 반가워했다.
0033_G2A3E1S0C1_KMA_001534|양복을 이것저것 입어보았습니다.|양복을 이것저것 입어보았습니다.
0033_G2A3E1S0C1_KMA_000995|핸드폰 요금 얼마 나왔지?|핸드폰 요금 얼마 나왔지?
0033_G2A3E1S0C1_KMA_001612|말 없이 빙그레 웃고는 나가 버렸다.|말 없이 빙그레 웃고는 나가 버렸다.
0033_G2A3E1S0C1_KMA_001130|가슴이 울렁거린다.|가슴이 울렁거린다.
0033_G2A3E1S0C1_KMA_000343|보면 볼수록 그녀는 사람을 취하게 하였다.|보면 볼수록 그녀는 사람을 취하게 하였다.
0033_G2A3E1S0C1_KMA_001551|그녀가 즐겁게 큰소리로 노래를 부르기 시작했다.|그녀가 즐겁게 큰소리로 노래를 부르기 시작했다.
0033_G2A3E1S0C1_KMA_000462|밤이여, 어서 와다오!|밤이여, 어서 와다오!
0033_G2A3E1S0C1_KMA_000824|반가운 사람과 약속이 있다.|반가운 사람과 약속이 있다.
0033_G2A3E1S0C1_KMA_001595|깍쟁이처럼 새침을 떠니 귀엽다.|깍쟁이처럼 새침을 떠니 귀엽다.
0033_G2A3E1S0C1_KMA_000494|밤 늦게까지 걸려 겨우 한 마리의 쥐를 조각해 냈습니다.|밤 늦게까지 걸려 겨우 한 마리의 쥐를 조각해 냈습니다.
0033_G2A3E1S0C1_KMA_001110|그 분을 왜 사랑하셨는지 알 것 같아요.|그 분을 왜 사랑하셨는지 알 것 같아요.
0033_G2A3E1S0C1_KMA_001192|일제로부터 광복한 지 육십 주년이 되는 해입니다.|일제로부터 광복한 지 육십 주년이 되는 해입니다.
0033_G2A3E1S0C1_KMA_001582|즐겁게 환호하며 박수를 쳐주었습니다.|즐겁게 환호하며 박수를 쳐주었습니다.
0033_G2A3E1S0C1_KMA_001697|어서 모이세요 두꺼비와 사슴의 경주가 시작됩니다.|어서 모이세요 두꺼비와 사슴의 경주가 시작됩니다.
0033_G2A3E1S0C1_KMA_001227|당첨 번호는 일 번입니다. 바로 나였다.|당첨 번호는 일 번입니다. 바로 나였다.
0033_G2A3E1S0C1_KMA_000976|어느덧 왕궁으로 돌아왔어요.|어느덧 왕궁으로 돌아왔어요.
0033_G2A3E1S0C1_KMA_000043|가는 길에 내 결혼식에 참여해주세요.|가는 길에 내 결혼식에 참여해주세요.
0033_G2A3E1S0C1_KMA_000688|그에게 꿈을 꿀 수 있게 도와준 것이 그녀였다.|그에게 꿈을 꿀 수 있게 도와준 것이 그녀였다.
0033_G2A3E1S0C1_KMA_001425|업무를 빠르게 끝내는 사람에겐 상도 아깝지 않다.|업무를 빠르게 끝내는 사람에겐 상도 아깝지 않다.
0033_G2A3E1S0C1_KMA_000693|힘있게 쥐어 주는 손을 꼭 쥐어본다.|힘있게 쥐어 주는 손을 꼭 쥐어본다.
0033_G2A3E1S0C1_KMA_001161|마치 오빠들의 밝은 눈을 보는 것 같은 기분이 들었습니다.|마치 오빠들의 밝은 눈을 보는 것 같은 기분이 들었습니다.
0033_G2A3E1S0C1_KMA_000946|두 손을 잡아채 가며 눈물이 글썽글썽했습니다.|두 손을 잡아채 가며 눈물이 글썽글썽했습니다.
0033_G2A3E1S0C1_KMA_001714|못 캤어? 하하하하.|못 캤어? 하하하하.
0033_G2A3E1S0C1_KMA_001876|꾀꼬리가 노래를 부르며 할아버지의 어깨에 앉았습니다.|꾀꼬리가 노래를 부르며 할아버지의 어깨에 앉았습니다.
0033_G2A3E1S0C1_KMA_000188|전기가 너무 신기한 것 같아요.|전기가 너무 신기한 것 같아요.
0033_G2A3E1S0C1_KMA_000471|나는 괜찮습니다.|나는 괜찮습니다.
0033_G2A3E1S0C1_KMA_001546|궁핍과 굴레에서 비로소 해방되는 것이었다.|궁핍과 굴레에서 비로소 해방되는 것이었다.
0033_G2A3E1S0C1_KMA_001384|이 나라는 지중해의 중심 위치에 있습니다.|이 나라는 지중해의 중심 위치에 있습니다.
0033_G2A3E1S0C1_KMA_001516|저는 오직 그것만을 생각했고 여행 목적은 생각나지도 않았어요.|저는 오직 그것만을 생각했고 여행 목적은 생각나지도 않았어요.
0033_G2A3E1S0C1_KMA_000240|문제를 잘 풀어 급제해 뽑힌 사람이 있었다.|문제를 잘 풀어 급제해 뽑힌 사람이 있었다.
0033_G2A3E1S0C1_KMA_000949|비로소 오래간만에 그의 얼굴을 자세히 바라보았다.|비로소 오래간만에 그의 얼굴을 자세히 바라보았다.
0033_G2A3E1S0C1_KMA_001919|좋아하는 비가 내리는 저녁나절이었습니다.|좋아하는 비가 내리는 저녁나절이었습니다.
0033_G2A3E1S0C1_KMA_001808|얘기만 듣고도 기쁨이 넘쳤습니다.|얘기만 듣고도 기쁨이 넘쳤습니다.
0033_G2A3E1S0C1_KMA_000097|참 감사합니다.|참 감사합니다.
0033_G2A3E1S0C1_KMA_001396|환호의 소리를 치는 것까지 울음에 섞인 소리였다.|환호의 소리를 치는 것까지 울음에 섞인 소리였다.
0033_G2A3E1S0C1_KMA_000416|잃어버린 립스틱을 화장대 밑에서 찾았다.|잃어버린 립스틱을 화장대 밑에서 찾았다.
0033_G2A3E1S0C1_KMA_001514|선수에게는 다양한 경기로의 출전 자유가 있었다.|선수에게는 다양한 경기로의 출전 자유가 있었다.
0033_G2A3E1S0C1_KMA_001732|배우들이 웃는다.|배우들이 웃는다.
0033_G2A3E1S0C1_KMA_000046|널 살릴 수 있는 치료법이란다!|널 살릴 수 있는 치료법이란다!
0033_G2A3E1S0C1_KMA_000964|끌려 나간 선 자리에는 첫사랑의 그녀가 앉아있었습니다.|끌려 나간 선 자리에는 첫사랑의 그녀가 앉아있었습니다.
0033_G2A3E1S0C1_KMA_001027|그와 나머지 일생을 같이 하고 싶습니다.|그와 나머지 일생을 같이 하고 싶습니다.
0033_G2A3E1S0C1_KMA_001200|당신의 명령은 무엇이든지 절대로 복종하겠습니다.|당신의 명령은 무엇이든지 절대로 복종하겠습니다.
0033_G2A3E1S0C1_KMA_001077|재롱도 눈에 뜨이게 늘어가고 말주변도 늘었다.|재롱도 눈에 뜨이게 늘어가고 말주변도 늘었다.
0033_G2A3E1S0C1_KMA_001206|은혜를 크게 받아 어찌할 바를 모르겠습니다.|은혜를 크게 받아 어찌할 바를 모르겠습니다.
0033_G2A3E1S0C1_KMA_001260|강원도를 다다르니 관동팔경이 더욱 좋다.|강원도를 다다르니 관동팔경이 더욱 좋다.
0033_G2A3E1S0C1_KMA_001419|잠재력 있는 특기생을 하나 얻을지도 몰라.|잠재력 있는 특기생을 하나 얻을지도 몰라.
0033_G2A3E1S0C1_KMA_001075|너 그랑 언제 결혼하니?|너 그랑 언제 결혼하니?
0033_G2A3E1S0C1_KMA_000091|아주머니는 아랫마을에서 일어난 소식을 들려주곤 했어요.|아주머니는 아랫마을에서 일어난 소식을 들려주곤 했어요.
0033_G2A3E1S0C1_KMA_001426|엄청 으스대며 자랑을 했지.|엄청 으스대며 자랑을 했지.
0033_G2A3E1S0C1_KMA_000528|호의에 감사하면서 참고와 자극을 얻었다.|호의에 감사하면서 참고와 자극을 얻었다.
0033_G2A3E1S0C1_KMA_001005|어느 때보다 풍성하게 저녁 음식을 먹는다.|어느 때보다 풍성하게 저녁 음식을 먹는다.
0033_G2A3E1S0C1_KMA_000891|산업조합에 짱구를 만나니 생존한 것이 기적이다.|산업조합에 짱구를 만나니 생존한 것이 기적이다.
0033_G2A3E1S0C1_KMA_000614|불행인지 행인지 여관은 구경꾼이 많아 방이 없다.|불행인지 행인지 여관은 구경꾼이 많아 방이 없다.
0033_G2A3E1S0C1_KMA_001728|하하하하, 이야길 듣게.|하하하하, 이야길 듣게.
0033_G2A3E1S0C1_KMA_000283|고심작을 볼 때 자연히 머리가 숙여졌다.|고심작을 볼 때 자연히 머리가 숙여졌다.
0033_G2A3E1S0C1_KMA_001578|뉴욕에서 무척 즐거웠어요.|뉴욕에서 무척 즐거웠어요.
0033_G2A3E1S0C1_KMA_001587|즐겁고 행복한 나팔 소리를 들었습니다.|즐겁고 행복한 나팔 소리를 들었습니다.
0033_G2A3E1S0C1_KMA_000330|후면은 직선으로 꺾인 특유의 테일램프가 눈에 띈다.|후면은 직선으로 꺾인 특유의 테일램프가 눈에 띈다.
0033_G2A3E1S0C1_KMA_000767|그 종소리는 아직도 들려오고 있었죠.|그 종소리는 아직도 들려오고 있었죠.
0033_G2A3E1S0C1_KMA_000327|우주에 나갔을 때 몸을 보호할 수 있도록 발명했다.|우주에 나갔을 때 몸을 보호할 수 있도록 발명했다.
0033_G2A3E1S0C1_KMA_001143|귀여운 고양이 한 마리가 다가왔습니다.|귀여운 고양이 한 마리가 다가왔습니다.
0033_G2A3E1S0C1_KMA_001985|며칠 전 유월 모의고사가 끝났다.|며칠 전 유월 모의고사가 끝났다.
0033_G2A3E1S0C1_KMA_000918|공주가 집에서 왕자를 기다리고 있었습니다.|공주가 집에서 왕자를 기다리고 있었습니다.
0033_G2A3E1S0C1_KMA_000255|파란 하늘 빛과 흰 구름이 얼마나 고운가?|파란 하늘 빛과 흰 구름이 얼마나 고운가?
0033_G2A3E1S0C1_KMA_001020|값비싼 커튼과 벽걸이 융단이 걸려 있었습니다.|값비싼 커튼과 벽걸이 융단이 걸려 있었습니다.
0033_G2A3E1S0C1_KMA_000362|그가 존재감을 강렬히 알린 무대는 첫 엠티였다.|그가 존재감을 강렬히 알린 무대는 첫 엠티였다.
0033_G2A3E1S0C1_KMA_001368|그리고 이웃 통치자와 싸움을 벌이기 위해 떠났습니다.|그리고 이웃 통치자와 싸움을 벌이기 위해 떠났습니다.
0033_G2A3E1S0C1_KMA_001492|불란서 사람이 영국에 와서 여유롭게 살고 있습니다.|불란서 사람이 영국에 와서 여유롭게 살고 있습니다.
0033_G2A3E1S0C1_KMA_001776|점잖은 집안의 하녀는 주인도령에게 사랑을 받았다.|점잖은 집안의 하녀는 주인도령에게 사랑을 받았다.
0033_G2A3E1S0C1_KMA_001562|그녀와 노는 것을 가장 좋아해요.|그녀와 노는 것을 가장 좋아해요.
0033_G2A3E1S0C1_KMA_001134|좀 전에 바깥에서 서 있던 저를 본 모양이군요.|좀 전에 바깥에서 서 있던 저를 본 모양이군요.
0033_G2A3E1S0C1_KMA_001528|지금은 오해가 모두 풀렸습니다.|지금은 오해가 모두 풀렸습니다.
0033_G2A3E1S0C1_KMA_000285|현재 회원 십삼만 명을 돌파했다.|현재 회원 십삼만 명을 돌파했다.
0033_G2A3E1S0C1_KMA_000261|항아리에서는 물건이 계속 나왔어요.|항아리에서는 물건이 계속 나왔어요.
0033_G2A3E1S0C1_KMA_001734|대궐 안에서는 축제가 열리고 있었습니다.|대궐 안에서는 축제가 열리고 있었습니다.
0033_G2A3E1S0C1_KMA_001982|조각가는 작업을 끝내고 몸을 침대에 뉘였다.|조각가는 작업을 끝내고 몸을 침대에 뉘였다.
0033_G2A3E1S0C1_KMA_001184|세계에서 쓰는 인쇄술은 고려 때에 발명됐다.|세계에서 쓰는 인쇄술은 고려 때에 발명됐다.
0033_G2A3E1S0C1_KMA_001062|아기 오리는 조심스럽게 백조들 옆에 내려앉았어요.|아기 오리는 조심스럽게 백조들 옆에 내려앉았어요.
0033_G2A3E1S0C1_KMA_000199|머리뼈는 단단하고 둥근 뇌를 보호해 주어요.|머리뼈는 단단하고 둥근 뇌를 보호해 주어요.
0033_G2A3E1S0C1_KMA_001444|비행기 타기 전까지 계속 일을 하던 그였다.|비행기 타기 전까지 계속 일을 하던 그였다.
0033_G2A3E1S0C1_KMA_000962|반갑고 반가운 두 언니가 있었습니다.|반갑고 반가운 두 언니가 있었습니다.
0033_G2A3E1S0C1_KMA_001521|나뭇잎 사이로 햇볕을 맞으며 여유로운 한 때를 보냈다.|나뭇잎 사이로 햇볕을 맞으며 여유로운 한 때를 보냈다.
0033_G2A3E1S0C1_KMA_000084|두 눈이 자부심으로 반짝이고 있었습니다.|두 눈이 자부심으로 반짝이고 있었습니다.
0033_G2A3E1S0C1_KMA_001662|저절로 웃음이 나왔습니다.|저절로 웃음이 나왔습니다.
0033_G2A3E1S0C1_KMA_001458|프린세스인 그녀는 영국에서 태어났어요.|프린세스인 그녀는 영국에서 태어났어요.
0033_G2A3E1S0C1_KMA_000592|환대를 감사히 받고 갑니다.|환대를 감사히 받고 갑니다.
0033_G2A3E1S0C1_KMA_000270|저널리즘은 그의 훌륭한 생명이다.|저널리즘은 그의 훌륭한 생명이다.
0033_G2A3E1S0C1_KMA_001979|위암 환자지만 이정도 건강이라면 염려가 없습니다.|위암 환자지만 이정도 건강이라면 염려가 없습니다.
0033_G2A3E1S0C1_KMA_000152|정말 굉장한 일이야.|정말 굉장한 일이야.
0033_G2A3E1S0C1_KMA_000438|박사의 공이 커 결과가 만족스럽다.|박사의 공이 커 결과가 만족스럽다.
0033_G2A3E1S0C1_KMA_000603|맷돌에게 고깃국물을 내놓으라 하니 쏟아져나왔다.|맷돌에게 고깃국물을 내놓으라 하니 쏟아져나왔다.
0033_G2A3E1S0C1_KMA_001480|침중하던 그가 씻은 듯이 나았다는 것이었다.|침중하던 그가 씻은 듯이 나았다는 것이었다.
0033_G2A3E1S0C1_KMA_000807|혈액은 속일 수가 없다.|혈액은 속일 수가 없다.
0033_G2A3E1S0C1_KMA_001182|예수가 축복해주는 것 같은 영광을 맛보았습니다.|예수가 축복해주는 것 같은 영광을 맛보았습니다.
0033_G2A3E1S0C1_KMA_000866|아빠는 인터넷으로 여동생 이름을 찾으셨어.|아빠는 인터넷으로 여동생 이름을 찾으셨어.
0033_G2A3E1S0C1_KMA_000544|그는 어느덧 그런 일에 만족했다.|그는 어느덧 그런 일에 만족했다.
0033_G2A3E1S0C1_KMA_000014|나를 잘 부탁한다고 당부하고 떠났다.|나를 잘 부탁한다고 당부하고 떠났다.
0033_G2A3E1S0C1_KMA_000140|이 집의 마부는 명랑하고 똑똑해 보였습니다.|이 집의 마부는 명랑하고 똑똑해 보였습니다.
0033_G2A3E1S0C1_KMA_000203|도둑들은 다른 두 사람에게 쫓기다 잡혔어.|도둑들은 다른 두 사람에게 쫓기다 잡혔어.
0033_G2A3E1S0C1_KMA_001329|시장이 흥분한 목소리로 대답했지.|시장이 흥분한 목소리로 대답했지.
0033_G2A3E1S0C1_KMA_001336|튼튼하기로 유명한 손전등이라고!|튼튼하기로 유명한 손전등이라고!
0033_G2A3E1S0C1_KMA_000022|남편이 그녀의 절망을 잘 헤쳐주던 것이다.|남편이 그녀의 절망을 잘 헤쳐주던 것이다.
0033_G2A3E1S0C1_KMA_000398|근본적인 원인을 찾아 해결했다.|근본적인 원인을 찾아 해결했다.
0033_G2A3E1S0C1_KMA_001855|왕자님의 궁전에 돌아가 행복하게 살았습니다.|왕자님의 궁전에 돌아가 행복하게 살았습니다.
0033_G2A3E1S0C1_KMA_000211|세상은 정원의 건너편까지 아름답게 펼쳐져 있단다.|세상은 정원의 건너편까지 아름답게 펼쳐져 있단다.
0033_G2A3E1S0C1_KMA_001875|좋아하는 말과 짝이 되어 마차를 끌었습니다.|좋아하는 말과 짝이 되어 마차를 끌었습니다.
0033_G2A3E1S0C1_KMA_001513|포로들은 반란군에 의해 풀려났습니다.|포로들은 반란군에 의해 풀려났습니다.
0033_G2A3E1S0C1_KMA_000457|액티비티 최저가 보상제로 기분 좋게 예약했다.|액티비티 최저가 보상제로 기분 좋게 예약했다.
0033_G2A3E1S0C1_KMA_001273|이 세상에 더 잘생긴 얼굴이 또 있을까 싶다.|이 세상에 더 잘생긴 얼굴이 또 있을까 싶다.
0033_G2A3E1S0C1_KMA_001825|기쁨의 눈물은 그만 흘리도록 하자!|기쁨의 눈물은 그만 흘리도록 하자!
0033_G2A3E1S0C1_KMA_000856|돼지는 빨리 자라서 금방 새끼를 본다.|돼지는 빨리 자라서 금방 새끼를 본다.
0033_G2A3E1S0C1_KMA_001115|숲에서는 산새들이 지저귀고 있었습니다.|숲에서는 산새들이 지저귀고 있었습니다.
0033_G2A3E1S0C1_KMA_001724|한참 동안 만족한 웃음을 그리면서 앉아있다.|한참 동안 만족한 웃음을 그리면서 앉아있다.
0033_G2A3E1S0C1_KMA_001482|나는 기운이 회복되어 한바탕 연설을 하였다.|나는 기운이 회복되어 한바탕 연설을 하였다.
0033_G2A3E1S0C1_KMA_000552|깍쟁이의 자존심을 회복시킨 데 큰 우월감을 느낀다.|깍쟁이의 자존심을 회복시킨 데 큰 우월감을 느낀다.
0033_G2A3E1S0C1_KMA_001454|오세아니아의 큰 섬이 많다.|오세아니아의 큰 섬이 많다.
0033_G2A3E1S0C1_KMA_001070|뭉글뭉글한 분홍빛 구름으로 손목을 잡자는 하늘이다.|뭉글뭉글한 분홍빛 구름으로 손목을 잡자는 하늘이다.
0033_G2A3E1S0C1_KMA_001925|아기를 얻은 것만 기쁠 뿐입니다.|아기를 얻은 것만 기쁠 뿐입니다.
0033_G2A3E1S0C1_KMA_000433|먹읍시다.|먹읍시다.
0033_G2A3E1S0C1_KMA_001474|다른 옷들은 내가 만든 옷처럼 찬사를 받지 않았다.|다른 옷들은 내가 만든 옷처럼 찬사를 받지 않았다.
0033_G2A3E1S0C1_KMA_000966|훨씬 잘한다.|훨씬 잘한다.
0033_G2A3E1S0C1_KMA_000506|삶은 한 번만 주어진 것이라 만족하게 살고 있다.|삶은 한 번만 주어진 것이라 만족하게 살고 있다.
0033_G2A3E1S0C1_KMA_001691|재미있고 즐거운 사람이에요.|재미있고 즐거운 사람이에요.
0033_G2A3E1S0C1_KMA_000877|백조 요정이 궁전 안에 있는 것을 발견했다.|백조 요정이 궁전 안에 있는 것을 발견했다.
0033_G2A3E1S0C1_KMA_000406|평생 남을 도우며 살았다.|평생 남을 도우며 살았다.
0033_G2A3E1S0C1_KMA_000862|이윽고 큰 사람이 고개를 숙여 땅에 있는 걸리버를 찾아냈습니다.|이윽고 큰 사람이 고개를 숙여 땅에 있는 걸리버를 찾아냈습니다.
0033_G2A3E1S0C1_KMA_001205|무엇이든 안고 싶은 충동을 어찌할 수가 없었다.|무엇이든 안고 싶은 충동을 어찌할 수가 없었다.
0033_G2A3E1S0C1_KMA_000222|어두운 구름을 밀쳐낼 용기를 가졌습니다.|어두운 구름을 밀쳐낼 용기를 가졌습니다.
0033_G2A3E1S0C1_KMA_000600|그녀가 원하는 대학에 보내주었어요.|그녀가 원하는 대학에 보내주었어요.
0033_G2A3E1S0C1_KMA_000753|기쁨이 가슴을 뻐근하게 하였습니다.|기쁨이 가슴을 뻐근하게 하였습니다.
0033_G2A3E1S0C1_KMA_000696|이후 크로아티아와 아이슬란드의 경기 결과에 따라 진출 여부가 결정된다.|이후 크로아티아와 아이슬란드의 경기 결과에 따라 진출 여부가 결정된다.
0033_G2A3E1S0C1_KMA_001752|하는 그 한마디가 몇천 마디 인사보다도 믿음직하고 기뻤어요.|하는 그 한마디가 몇천 마디 인사보다도 믿음직하고 기뻤어요.
0033_G2A3E1S0C1_KMA_001943|장발장은 코제트를 내려놓고 가로등 아래로 가서 끈을 끊어 왔습니다.|장발장은 코제트를 내려놓고 가로등 아래로 가서 끈을 끊어 왔습니다.
0033_G2A3E1S0C1_KMA_001467|자식이 아비보다 뛰어났다면 아비도 기뻐했다.|자식이 아비보다 뛰어났다면 아비도 기뻐했다.
0033_G2A3E1S0C1_KMA_001773|저도 모르게 방긋이 웃음이 떠오르곤 한다.|저도 모르게 방긋이 웃음이 떠오르곤 한다.
0033_G2A3E1S0C1_KMA_000402|음식을 데울 수 있는 전자레인지도 있지.|음식을 데울 수 있는 전자레인지도 있지.
0033_G2A3E1S0C1_KMA_000137|발명한 미국사람을 잊어버릴 수 없다.|발명한 미국사람을 잊어버릴 수 없다.
0033_G2A3E1S0C1_KMA_001487|하교 종이 치자마자 교장에게 이야기도 안하고 조용히 왔다.|하교 종이 치자마자 교장에게 이야기도 안하고 조용히 왔다.
0033_G2A3E1S0C1_KMA_001041|사랑스러운 인형이 튀어나왔습니다.|사랑스러운 인형이 튀어나왔습니다.
0033_G2A3E1S0C1_KMA_001060|여치가 고운 목소리로 노래를 부르고 있었어요.|여치가 고운 목소리로 노래를 부르고 있었어요.
0033_G2A3E1S0C1_KMA_001969|죽기 전에 이야기나 해보고 싶어 했다.|죽기 전에 이야기나 해보고 싶어 했다.
